UID,MID,RATING,TIME
1733,2427,5,1018076292
1737,2427,3,977005155
1741,2427,4,974709274
1748,2427,3,974707056
1753,2427,3,974702751
1757,2427,4,974708492
1775,2427,4,974705657
1780,2427,3,974751332
1793,2427,1,974759383
1800,2427,4,974740587
1803,2427,3,974702692
1816,2427,3,974698696
1833,2427,2,974698356
1835,2427,5,974879342
1837,2427,5,974838840
1841,2427,5,974700182
1842,2427,5,996424747
1849,2427,1,974696280
1855,2427,4,974785361
1857,2427,1,974696111
1860,2427,4,975257083
1871,2427,5,974694301
1879,2427,3,974695695
1880,2427,3,974694535
1889,2427,3,989086753
1899,2427,3,975035489
1903,2427,3,974691633
1908,2427,3,974873532
1912,2427,1,974705268
1917,2427,5,974689812
1925,2427,4,1025966563
1926,2427,4,974770849
1928,2427,3,975188959
1940,2427,5,974693632
1943,2427,4,974765320
1948,2427,5,974694508
1958,2427,2,994383006
1963,2427,5,974691667
1980,2427,4,999402439
1984,2427,5,974769848
2010,2427,4,974685715
2020,2427,1,974676757
2021,2427,3,974977551
2023,2427,2,974673965
2025,2427,4,974672962
2030,2427,4,974746940
2047,2427,5,974664904
2051,2427,5,974662399
2055,2427,2,974662723
2056,2427,3,974816756
2059,2427,1,974756012
2062,2427,5,974659305
2063,2427,2,974663357
2083,2427,3,974655863
2084,2427,3,974682472
2089,2427,5,975027216
2092,2427,2,974654877
2105,2427,5,974667040
2109,2427,3,974657342
2114,2427,4,974650289
2116,2427,5,974650141
2119,2427,3,974728306
2120,2427,4,974863169
2122,2427,4,974646266
2125,2427,3,974943478
2131,2427,4,974644865
2136,2427,4,974642376
2146,2427,5,974623474
2161,2427,4,974617808
2172,2427,4,974669354
2173,2427,5,974612462
2174,2427,5,974613524
2176,2427,4,975968023
2179,2427,4,974609030
2186,2427,2,974607724
2187,2427,4,974609577
2203,2427,4,974607644
2219,2427,4,974602910
2223,2427,2,975262205
2228,2427,4,974597896
2232,2427,5,974598071
2244,2427,5,974595458
2246,2427,4,974595768
2254,2427,2,974594876
2258,2427,2,982478294
2265,2427,4,974582060
2271,2427,3,994536348
2288,2427,4,974524724
2293,2427,5,974510622
2302,2427,4,974495066
2303,2427,3,974496462
2304,2427,3,974498262
2314,2427,5,974480259
2331,2427,4,974427387
2333,2427,3,974509251
2360,2427,3,976819824
2368,2427,5,974341009
2370,2427,3,974338179
2376,2427,5,974334331
2378,2427,2,974331721
2383,2427,1,974323319
2389,2427,2,974327650
2393,2427,2,974382697
2402,2427,4,974259680
2411,2427,4,974249201
2416,2427,4,974246595
2436,2427,3,974225135
2439,2427,3,974222894
2453,2427,3,974186821
2484,2427,2,974145678
2486,2427,5,974143265
2489,2427,3,974142005
2496,2427,2,974433886
2507,2427,5,974079582
2529,2427,1,974651804
2539,2427,2,974045930
2559,2427,2,973990985
2573,2427,2,973908202
2581,2427,2,973890000
2592,2427,2,973826943
2609,2427,4,973724431
2611,2427,1,973802632
2620,2427,4,973656121
2621,2427,3,973655770
2625,2427,3,973634830
2651,2427,3,973537531
2670,2427,3,973441754
2672,2427,3,973433966
2679,2427,3,973439471
2683,2427,2,982549121
2684,2427,4,974758722
2701,2427,1,973304544
2738,2427,5,973226616
2740,2427,3,973223978
2743,2427,3,973222308
2757,2427,4,980188198
2777,2427,2,973052294
2784,2427,5,975696647
2785,2427,3,972991242
2792,2427,3,972930926
2793,2427,3,972930949
2840,2427,2,1001880871
2844,2427,3,972530286
2857,2427,1,972506634
2860,2427,4,974235859
2863,2427,4,972503297
2870,2427,4,972440176
2872,2427,2,972421134
2900,2427,5,971903077
2907,2427,3,972180354
2909,2427,5,971882497
2918,2427,4,971903563
2928,2427,3,971554860
2929,2427,4,971591439
2943,2427,5,971320777
2946,2427,3,975828999
2952,2427,4,982210188
2967,2427,3,971127006
2972,2427,5,971063604
2995,2427,3,970684978
3001,2427,5,970618115
3029,2427,5,970363235
3035,2427,3,970274870
3051,2427,1,970190109
3053,2427,4,970602240
3054,2427,4,970615768
3056,2427,4,970124505
3065,2427,3,971048406
3069,2427,1,969952908
3076,2427,4,969851355
3082,2427,3,969814291
3085,2427,4,998322667
3099,2427,1,969931669
3102,2427,5,969570781
3108,2427,3,969496232
3110,2427,5,969486276
3125,2427,2,993074359
3128,2427,4,969291579
3135,2427,5,969067530
3147,2427,2,968965429
3180,2427,3,968774892
3182,2427,5,968772766
3205,2427,2,968566580
3208,2427,4,968555194
3209,2427,3,968547626
3216,2427,3,968462559
3224,2427,5,968452916
3230,2427,4,968391879
3243,2427,3,968393506
3246,2427,1,968308873
3253,2427,2,969237455
3265,2427,2,968215330
3280,2427,2,968168012
3281,2427,3,968168050
3285,2427,4,968118245
3289,2427,5,968094258
3295,2427,1,968058359
3300,2427,3,968120564
3305,2427,5,968001788
3353,2427,3,968126242
3356,2427,5,967697244
3364,2427,3,967670039
3373,2427,1,967602769
3380,2427,2,967587797
3389,2427,4,967515563
3391,2427,5,970063014
3393,2427,4,967495204
3394,2427,4,967492084
3420,2427,3,989511766
3425,2427,5,967407205
3436,2427,2,1037840607
3441,2427,2,967918991
3452,2427,5,1031931174
3453,2427,3,967239262
3457,2427,2,967240794
3462,2427,3,967177247
3464,2427,2,967247288
3471,2427,3,973297080
3473,2427,4,967137113
3475,2427,3,1015738572
3483,2427,5,967918433
3487,2427,5,967075292
3490,2427,4,967049064
3491,2427,3,967066947
3493,2427,2,967038839
3498,2427,5,967000686
3503,2427,5,969306803
3507,2427,4,966998211
3509,2427,1,966976131
3536,2427,3,966884288
3550,2427,1,967155975
3563,2427,3,966784754
3588,2427,1,966659542
3589,2427,1,966654861
3590,2427,4,966653819
3592,2427,5,970206304
3599,2427,3,968296725
3612,2427,3,966604863
3616,2427,3,966601089
3618,2427,3,966863368
3620,2427,2,972833654
3621,2427,5,966577157
3625,2427,5,966563332
3641,2427,5,967619108
3643,2427,3,966472123
3648,2427,2,1002818162
3650,2427,4,966458687
3651,2427,4,966459207
3665,2427,1,974654555
3669,2427,4,966465819
3681,2427,2,966354295
3684,2427,5,966349825
3688,2427,5,975171891
3689,2427,2,966311917
3690,2427,4,968126601
3705,2427,4,966287732
3709,2427,4,966274841
3716,2427,3,966267312
3718,2427,3,966265890
3720,2427,4,966251871
3721,2427,5,966226032
3724,2427,3,966225959
3729,2427,1,966573654
3767,2427,4,966080910
3768,2427,3,966069236
3770,2427,4,966048691
3778,2427,3,966033811
3791,2427,4,966019360
3808,2427,3,965963620
3817,2427,1,965950027
3818,2427,2,965949362
3821,2427,5,974760138
3822,2427,4,966295900
3823,2427,3,965944262
3825,2427,3,965939415
3827,2427,5,966131227
3841,2427,4,965995254
3847,2427,3,965880978
3850,2427,5,965882974
3853,2427,4,965874700
3864,2427,4,965855175
3908,2427,5,965757066
3912,2427,5,965754102
3913,2427,1,965765727
3914,2427,2,965795262
3916,2427,5,965759042
3922,2427,3,965713952
3940,2427,4,965747480
3942,2427,4,966380392
3957,2427,5,965673749
3965,2427,3,965669406
3968,2427,4,965663596
3978,2427,4,965632181
3984,2427,2,965611775
3997,2427,1,965579349
3999,2427,2,965573381
4004,2427,2,965561484
4005,2427,4,965559303
4007,2427,1,965548302
4016,2427,1,965530619
4021,2427,4,965521677
4028,2427,5,965514159
4055,2427,3,965490835
4058,2427,2,965495172
4064,2427,3,965480275
4070,2427,5,991713778
4083,2427,3,965459875
4085,2427,3,986185343
4088,2427,5,965431120
4089,2427,2,965429650
4101,2427,3,965413789
4111,2427,3,965365075
4116,2427,3,965363605
4117,2427,3,965621376
4122,2427,4,965358258
4130,2427,3,965352384
4139,2427,5,965348898
4144,2427,1,965344947
4150,2427,3,965343062
4155,2427,3,965850431
4156,2427,4,966447301
4161,2427,5,965338794
4169,2427,3,973310666
4183,2427,5,965331122
4212,2427,5,965319403
4213,2427,4,965842180
4215,2427,3,965415819
4233,2427,5,965313157
4235,2427,4,965312389
4248,2427,3,965310441
4260,2427,3,965305782
4271,2427,4,965302158
4274,2427,3,965300159
4277,2427,5,965449046
4279,2427,3,965286037
4285,2427,4,965282923
4287,2427,4,965277955
4301,2427,3,965267152
4302,2427,5,965268069
4303,2427,4,965268630
4312,2427,2,965506465
4322,2427,3,965250022
4323,2427,1,965248898
4326,2427,3,965245500
4328,2427,3,965245705
4329,2427,3,965244292
4343,2427,3,965225628
4344,2427,4,966456164
4353,2427,4,965192466
4356,2427,3,965192438
4377,2427,3,965177514
4386,2427,3,965167774
4390,2427,2,965163531
4396,2427,4,965159681
4404,2427,4,965157070
4412,2427,2,965150542
4415,2427,4,965151731
4417,2427,4,965136807
4427,2427,2,965103470
4433,2427,3,965099894
4446,2427,2,965093206
4447,2427,4,965167014
4448,2427,2,966368151
4449,2427,4,965089996
4472,2427,3,965064671
4476,2427,5,965058276
4481,2427,3,965022509
4483,2427,1,965016781
4488,2427,1,965012389
4490,2427,2,965010421
4498,2427,2,964999351
4507,2427,5,964982242
4508,2427,4,964982131
4509,2427,2,964980726
4510,2427,2,966787496
4520,2427,4,964837455
4522,2427,2,964997595
4532,2427,3,966029278
4543,2427,4,966025332
4551,2427,4,964559589
4569,2427,2,964469957
4593,2427,2,964236953
4605,2427,4,964204739
4607,2427,4,998920227
4611,2427,2,964154244
4616,2427,5,964139888
4631,2427,5,964040776
4637,2427,2,964032734
4643,2427,4,963998689
4647,2427,4,963971918
4658,2427,5,963967101
4661,2427,3,963867168
4673,2427,2,964490477
4682,2427,4,981244831
4715,2427,3,963507567
4726,2427,3,963986315
4728,2427,3,963352638
4729,2427,5,963349080
4732,2427,4,963635803
4736,2427,5,963631695
4747,2427,5,963242091
4765,2427,4,1012020717
4768,2427,4,963086066
4771,2427,4,963115970
4774,2427,4,963113448
4786,2427,4,963010062
4795,2427,4,969658455
4800,2427,1,962943852
4823,2427,2,963851765
4829,2427,3,962925454
4834,2427,3,962896421
4877,2427,5,962766553
4884,2427,1,962743772
4901,2427,2,962685535
4906,2427,4,963475685
4923,2427,5,962668398
4932,2427,3,962652088
4939,2427,2,962643653
4950,2427,4,962640033
4953,2427,3,962641999
4959,2427,5,962638072
4961,2427,3,962632971
4962,2427,4,963094517
4964,2427,3,962615148
4984,2427,3,962595399
4995,2427,3,962593813
5008,2427,5,967432362
5015,2427,5,962595786
5016,2427,3,962584026
5018,2427,3,962587221
5019,2427,5,962582545
5026,2427,2,962580338
5034,2427,3,965358156
5046,2427,5,962505086
5053,2427,4,962490667
5067,2427,3,962470643
5074,2427,4,962430384
5094,2427,5,962384091
5099,2427,1,962366922
5107,2427,4,962334743
5113,2427,4,971973532
5118,2427,2,962294914
5155,2427,2,961948696
5156,2427,5,1041888638
5161,2427,5,961909136
5166,2427,3,961903211
5173,2427,3,961864155
5177,2427,1,961858195
5219,2427,3,961542196
5227,2427,1,961475401
5232,2427,5,961458470
5235,2427,4,961446721
5256,2427,4,961270337
5277,2427,2,976844400
5333,2427,3,968394476
5340,2427,3,960701721
5342,2427,1,960684587
5350,2427,4,960660606
5364,2427,5,960502432
5365,2427,1,960503048
5367,2427,4,960506612
5369,2427,4,960487872
5371,2427,4,978984308
5372,2427,1,960479350
5393,2427,4,960321583
5394,2427,5,981230594
5397,2427,3,960311099
5403,2427,5,960256411
5413,2427,5,960315213
5428,2427,3,960086402
5433,2427,3,960048654
5441,2427,4,959988742
5452,2427,2,959931402
5453,2427,2,971981951
5469,2427,4,959896591
5483,2427,4,959889696
5489,2427,4,959819805
5493,2427,2,959814783
5497,2427,2,959806393
5504,2427,1,959734981
5510,2427,2,959718356
5536,2427,4,959713780
5550,2427,2,959472503
5555,2427,5,959460208
5557,2427,4,959441805
5566,2427,5,959351580
5578,2427,3,959289075
5583,2427,4,959280458
5599,2427,3,959215081
5601,2427,4,959212212
5603,2427,1,959210944
5604,2427,3,959221389
5621,2427,4,959096453
5626,2427,5,959051333
5631,2427,4,959019165
5636,2427,2,959142119
5637,2427,5,959015771
5643,2427,4,958891312
5652,2427,4,958846924
5654,2427,3,1045840416
5667,2427,3,958755167
5675,2427,5,966948839
5678,2427,4,958625997
5679,2427,5,958618914
5680,2427,5,958612449
5684,2427,5,958606360
5686,2427,3,958602801
5689,2427,3,958769391
5703,2427,4,958575323
5706,2427,5,958531311
5716,2427,4,958511123
5717,2427,3,958747692
5722,2427,5,958502779
5726,2427,3,958494927
5747,2427,5,958356934
5749,2427,5,962843341
5755,2427,4,958279931
5757,2427,5,958259476
5767,2427,4,959057255
5777,2427,5,958160713
5779,2427,2,958156052
5780,2427,3,958154056
5785,2427,3,958747585
5788,2427,3,958107610
5795,2427,3,958152502
5812,2427,4,957942936
5824,2427,3,957968617
5826,2427,3,957897205
5831,2427,4,957888768
5849,2427,5,957766098
5854,2427,3,958274591
5872,2427,4,958263450
5884,2427,4,957496713
5890,2427,2,957468670
5915,2427,5,957332591
5920,2427,3,957311185
5924,2427,5,957284814
5926,2427,4,957278567
5950,2427,1,957182331
5953,2427,4,957143112
5955,2427,2,957108762
5978,2427,5,964182201
6002,2427,2,969072557
6010,2427,4,957461629
6014,2427,5,956780380
6028,2427,4,956723671
6036,2427,4,956717085
18,1391,3,978153583
22,1391,4,978154178
25,1391,3,978132586
26,1391,1,978145944
40,1391,3,978041342
48,1391,2,978032413
53,1391,5,977950548
58,1391,4,977936249
75,1391,3,978749213
90,1391,4,993876266
92,1391,2,986711507
93,1391,3,977632510
103,1391,4,977555228
117,1391,2,977501613
127,1391,3,977436032
129,1391,2,977433803
134,1391,1,978038674
136,1391,2,977531191
137,1391,4,1000870148
139,1391,4,977362959
147,1391,2,977337008
148,1391,4,977334083
151,1391,4,977293710
157,1391,3,977248731
179,1391,2,977092893
192,1391,2,977026128
195,1391,4,977749772
202,1391,4,976936850
204,1391,1,978049142
210,1391,2,977100869
214,1391,4,976901209
216,1391,4,976863925
229,1391,1,1039505699
232,1391,1,976812917
235,1391,5,976772146
242,1391,3,976750675
245,1391,3,976732905
252,1391,4,976688575
255,1391,4,976681398
260,1391,2,976671825
261,1391,3,976669986
264,1391,1,976710721
271,1391,3,979880481
272,1391,1,976697565
279,1391,1,1004919134
284,1391,4,976574929
302,1391,3,976504030
308,1391,4,995836903
329,1391,2,976394627
335,1391,1,976362337
336,1391,1,976361882
337,1391,4,976349638
343,1391,5,988596951
344,1391,1,976336232
351,1391,2,976678417
352,1391,1,976325453
355,1391,3,977032602
368,1391,2,976670903
396,1391,3,976303384
424,1391,3,976287007
431,1391,2,976251411
436,1391,1,976245075
438,1391,5,976247996
445,1391,3,976240021
452,1391,4,976234627
453,1391,3,976246042
461,1391,3,976232326
462,1391,3,976934612
474,1391,3,976239259
475,1391,3,976220600
476,1391,3,976219770
482,1391,2,976242273
494,1391,3,976216004
496,1391,5,1021697509
505,1391,4,976208599
509,1391,3,976207147
510,1391,3,976207573
531,1391,2,994344563
533,1391,3,976230453
543,1391,4,976120164
546,1391,4,976069480
549,1391,5,976070692
550,1391,5,976159040
563,1391,3,976046342
566,1391,1,976041303
569,1391,3,976238170
571,1391,5,975998392
585,1391,3,975948366
588,1391,4,975944045
620,1391,2,975801234
623,1391,3,975903461
632,1391,2,975776456
636,1391,4,975753027
646,1391,1,975715477
647,1391,4,975713692
651,1391,3,975704476
652,1391,3,975703107
660,1391,3,975689518
668,1391,3,975635609
669,1391,4,975631914
678,1391,2,989242141
692,1391,3,975780641
696,1391,2,975562893
698,1391,4,975558872
699,1391,3,975558582
702,1391,1,975563286
710,1391,3,975542187
714,1391,5,975689366
716,1391,4,982883541
721,1391,2,975545679
729,1391,4,975511967
731,1391,5,975530273
746,1391,1,975468705
752,1391,4,975618118
757,1391,2,975455190
765,1391,4,975451198
770,1391,2,976182860
774,1391,2,976815793
777,1391,2,975437699
780,1391,3,975437258
783,1391,5,975702428
786,1391,4,975429588
796,1391,3,975418855
802,1391,3,975398153
816,1391,1,975388328
817,1391,3,975389533
818,1391,3,975384954
820,1391,1,975383817
824,1391,3,975380327
838,1391,3,975360486
839,1391,3,975360048
850,1391,2,975357988
851,1391,2,975349294
869,1391,4,999376872
877,1391,4,975268456
878,1391,5,975263787
880,1391,3,975263084
881,1391,4,975262292
882,1391,5,975262342
888,1391,4,975257768
889,1391,1,975249205
891,1391,2,975234739
904,1391,3,975210322
918,1391,1,978239775
922,1391,1,975212787
929,1391,1,975190983
934,1391,1,991941267
935,1391,2,976668743
937,1391,4,991774146
948,1391,1,975148480
949,1391,5,975392422
950,1391,2,975138087
970,1391,1,975978470
971,1391,3,975111392
975,1391,1,975121895
984,1391,2,975915033
999,1391,1,975046219
1004,1391,3,975041413
1005,1391,1,975039443
1010,1391,1,975220293
1015,1391,4,975103796
1019,1391,3,975424811
1030,1391,4,975000309
1031,1391,2,974999703
1033,1391,1,977427967
1049,1391,4,974962233
1050,1391,3,974962848
1051,1391,2,974960114
1057,1391,1,974952474
1058,1391,3,974957915
1069,1391,4,974942205
1086,1391,4,975009763
1088,1391,3,1037239810
1099,1391,4,974926560
1100,1391,4,974926535
1101,1391,4,974925111
1112,1391,3,974947680
1117,1391,4,975693210
1119,1391,4,974913030
1120,1391,4,974912365
1124,1391,1,974908452
1125,1391,1,974926023
1132,1391,4,974889515
1133,1391,2,974887611
1135,1391,4,974880842
1151,1391,1,974870710
1155,1391,2,974866221
1159,1391,3,974864839
1163,1391,4,974862249
1168,1391,3,974933925
1169,1391,4,974860813
1172,1391,3,974863417
1173,1391,5,975001721
1179,1391,2,974867853
1181,1391,4,974855886
1182,1391,3,974918219
1184,1391,2,974856282
1186,1391,5,985205697
1194,1391,1,1036311245
1202,1391,2,974845237
1203,1391,3,998232630
1206,1391,4,974843604
1207,1391,3,974845053
1211,1391,3,976671118
1215,1391,4,974843184
1216,1391,3,974848931
1219,1391,3,979518890
1221,1391,2,974840516
1224,1391,1,974909712
1230,1391,2,974837525
1243,1391,2,994720662
1244,1391,2,975340264
1246,1391,4,975929360
1263,1391,2,974819689
1264,1391,4,974820997
1272,1391,5,974815474
1285,1391,4,974833725
1297,1391,3,974792424
1298,1391,4,974838817
1303,1391,1,974836566
1306,1391,5,975267725
1311,1391,2,974786398
1312,1391,2,974782460
1322,1391,3,974779231
1325,1391,1,974777689
1327,1391,4,974777805
1328,1391,3,974995557
1329,1391,5,976831511
1333,1391,3,974777175
1339,1391,1,974870601
1340,1391,1,974776892
1346,1391,3,974772316
1354,1391,4,974774793
1356,1391,5,974771823
1358,1391,5,974770482
1360,1391,2,974771694
1362,1391,2,975205171
1367,1391,3,974772494
1369,1391,4,1004596000
1377,1391,2,974770143
1383,1391,2,976323087
1389,1391,3,974768625
1392,1391,2,974765498
1395,1391,4,1019425276
1404,1391,1,974764276
1408,1391,4,974763125
1418,1391,1,974770982
1421,1391,4,974761485
1422,1391,4,975692160
1425,1391,4,975784530
1433,1391,3,974760592
1447,1391,2,981018205
1448,1391,4,976133593
1451,1391,5,1015035169
1464,1391,2,974757259
1466,1391,2,974757470
1470,1391,4,974838420
1472,1391,2,974768460
1473,1391,3,974757373
1483,1391,4,974759763
1492,1391,2,974772321
1495,1391,4,974762502
1496,1391,3,974752059
1499,1391,3,974761209
1501,1391,1,974929997
1502,1391,4,975143341
1509,1391,2,975611549
1514,1391,3,974757307
1516,1391,1,976293128
1543,1391,3,974743382
1556,1391,3,974996656
1564,1391,1,974740899
1579,1391,2,974737921
1584,1391,3,977379555
1587,1391,3,974745456
1598,1391,4,974734970
1599,1391,2,974845231
1601,1391,3,978578840
1605,1391,1,975382729
1606,1391,4,974735634
1609,1391,1,974746637
1613,1391,3,974734523
1616,1391,1,989848796
1617,1391,2,974732326
1622,1391,4,974726398
1624,1391,3,974775154
1628,1391,4,974719168
1630,1391,2,974724939
1631,1391,3,974723424
1632,1391,3,974716175
1635,1391,4,974717323
1637,1391,4,974715711
1641,1391,2,974714056
1645,1391,2,988253741
1646,1391,2,974712786
1647,1391,2,974712892
1650,1391,3,974716875
1658,1391,4,974715692
1666,1391,2,974968306
1667,1391,3,974710966
1671,1391,5,974711770
1673,1391,5,974950405
1675,1391,4,974711542
1676,1391,5,974792385
1680,1391,4,974837231
1687,1391,5,974711086
1695,1391,4,974708141
1696,1391,3,974761433
1698,1391,3,974773512
1717,1391,4,974706618
1721,1391,1,974705966
1726,1391,4,974711284
1733,1391,3,1014008657
1737,1391,5,976063171
1741,1391,4,974708065
1746,1391,4,974703991
1753,1391,4,974703136
1757,1391,2,974704023
1759,1391,4,974788552
1764,1391,4,974704228
1778,1391,4,974781195
1779,1391,4,977034484
1780,1391,2,974750846
1784,1391,3,974700213
1790,1391,5,974701409
1793,1391,3,974761546
1800,1391,2,974741119
1803,1391,3,974705673
1812,1391,5,974787135
1815,1391,4,974700370
1817,1391,4,974701075
1820,1391,2,974698709
1835,1391,4,974879422
1837,1391,1,974901850
1842,1391,4,996425641
1851,1391,1,998443274
1852,1391,2,974697235
1855,1391,2,974785809
1856,1391,5,974698103
1860,1391,1,975257194
1866,1391,3,974835158
1878,1391,4,974845219
1882,1391,3,974775803
1884,1391,3,975647927
1899,1391,4,975558882
1902,1391,3,974842380
1904,1391,1,974757095
1912,1391,2,1020923399
1920,1391,1,974775975
1922,1391,5,974694950
1925,1391,2,974694130
1928,1391,3,975189189
1930,1391,4,982436600
1937,1391,3,974791856
1938,1391,2,974698010
1940,1391,5,974693961
1941,1391,4,974854178
1943,1391,4,974765629
1948,1391,5,974695188
1950,1391,4,974692140
1952,1391,1,978677451
1958,1391,2,974691612
1969,1391,2,974687300
1980,1391,1,974685647
1984,1391,4,974770377
1995,1391,3,974684464
2004,1391,5,974677432
2010,1391,1,974676731
2012,1391,3,974676622
2015,1391,4,974675401
2018,1391,1,974681850
2029,1391,2,974685866
2047,1391,2,975005044
2051,1391,2,974663526
2060,1391,3,974684105
2062,1391,2,974659449
2063,1391,4,974668560
2077,1391,4,979976371
2085,1391,5,974655573
2088,1391,4,974656114
2090,1391,3,974764883
2092,1391,5,974673507
2098,1391,3,974654905
2101,1391,2,974653019
2102,1391,3,974654402
2105,1391,5,974665468
2114,1391,5,974650622
2116,1391,3,974663089
2119,1391,2,974727913
2120,1391,4,975453230
2125,1391,2,974943903
2136,1391,2,974643986
2138,1391,1,974638561
2145,1391,5,974628424
2147,1391,2,974622578
2148,1391,4,974622468
2153,1391,4,974622598
2156,1391,3,974631155
2163,1391,3,974615473
2164,1391,4,974613978
2166,1391,4,974613554
2167,1391,5,974612551
2172,1391,1,974611462
2173,1391,1,974615543
2176,1391,4,978243126
2180,1391,3,974608688
2181,1391,4,974666982
2186,1391,3,974608387
2188,1391,1,974608607
2192,1391,4,974607776
2195,1391,3,974766611
2200,1391,2,974605026
2202,1391,1,974604643
2203,1391,2,974603725
2208,1391,4,974614156
2232,1391,5,974597051
2239,1391,2,986875230
2242,1391,4,1017515622
2244,1391,1,974595676
2251,1391,3,974602872
2258,1391,3,974589973
2261,1391,2,974582937
2264,1391,2,974583411
2271,1391,3,974575568
2282,1391,2,978398380
2288,1391,3,974522331
2302,1391,4,974496260
2304,1391,4,974496899
2327,1391,3,974432865
2338,1391,3,974422620
2344,1391,2,974414129
2374,1391,2,974504443
2376,1391,1,974339282
2378,1391,1,974332008
2383,1391,1,974323816
2402,1391,4,974261710
2416,1391,2,974246594
2421,1391,3,974238376
2445,1391,4,974217845
2457,1391,2,974181919
2462,1391,2,1038194877
2465,1391,3,974324409
2466,1391,1,974162828
2484,1391,2,974145767
2496,1391,4,974260048
2504,1391,3,974083631
2507,1391,4,974079253
2522,1391,4,974065341
2529,1391,4,974055753
2540,1391,4,974049042
2541,1391,1,974047316
2544,1391,2,1024619808
2558,1391,2,973991630
2559,1391,3,973991007
2562,1391,2,973982213
2566,1391,2,973965037
2567,1391,1,973959306
2573,1391,3,973908466
2575,1391,2,973906303
2576,1391,3,973898688
2590,1391,3,973930883
2620,1391,1,973657408
2621,1391,2,973656896
2629,1391,1,973626475
2634,1391,2,976893508
2661,1391,2,973463135
2664,1391,1,973462574
2665,1391,4,973454502
2675,1391,3,973407478
2681,1391,4,973392225
2682,1391,2,973387913
2691,1391,5,976391135
2701,1391,2,973305125
2720,1391,1,973283739
2727,1391,3,973266488
2743,1391,3,973223482
2748,1391,4,973287160
2750,1391,2,973200712
2756,1391,3,973193314
2761,1391,4,973148365
2771,1391,4,973104262
2772,1391,4,973228569
2776,1391,2,973055041
2777,1391,3,973125192
2784,1391,5,976035469
2786,1391,3,973559561
2789,1391,4,972949158
2793,1391,5,972936580
2796,1391,5,997321398
2804,1391,2,972792875
2820,1391,3,972669410
2824,1391,4,972622184
2830,1391,2,972593275
2837,1391,5,972574920
2840,1391,2,972572850
2841,1391,3,972589524
2846,1391,2,972525803
2847,1391,3,1028958736
2852,1391,4,972507452
2857,1391,3,972507318
2859,1391,5,976123617
2868,1391,4,972527068
2876,1391,2,972408818
2877,1391,4,972372938
2887,1391,4,972271639
2888,1391,1,972061474
2894,1391,1,971986945
2899,1391,4,971919810
2900,1391,4,971903310
2907,1391,5,971844613
2909,1391,4,971972855
2918,1391,2,1025628181
2926,1391,4,1006658969
2929,1391,4,971589812
2934,1391,2,971489250
2935,1391,1,971486463
2938,1391,4,971450326
2941,1391,3,971348153
2946,1391,2,971275093
2962,1391,2,977250865
2974,1391,1,971026159
2989,1391,4,970775509
2994,1391,2,970708645
2995,1391,4,970684174
3001,1391,4,970618448
3005,1391,4,970569489
3007,1391,3,970540476
3010,1391,2,970523126
3012,1391,3,1044067017
3013,1391,2,970510641
3018,1391,2,970522321
3028,1391,3,970440445
3031,1391,4,970429435
3032,1391,2,970364056
3054,1391,1,1041660965
3055,1391,2,970338732
3056,1391,4,970124932
3067,1391,4,969997640
3069,1391,1,970358848
3077,1391,4,969831264
3080,1391,2,969810168
3085,1391,4,998323577
3099,1391,4,969595180
3105,1391,3,969552674
3110,1391,1,969484316
3111,1391,1,969481151
3118,1391,2,969401946
3121,1391,4,969333201
3123,1391,4,969324423
3129,1391,2,969281741
3147,1391,3,968965462
3158,1391,4,968884387
3163,1391,5,968869260
3167,1391,3,968815689
3172,1391,3,968793193
3178,1391,1,968781558
3180,1391,3,968801462
3182,1391,4,968780519
3185,1391,5,968700077
3189,1391,3,969861232
3191,1391,4,968651125
3193,1391,4,968645946
3196,1391,1,971539122
3199,1391,3,968632491
3201,1391,3,972669634
3205,1391,1,968564923
3208,1391,2,968555409
3209,1391,1,968547546
3224,1391,4,968523061
3240,1391,3,968351204
3242,1391,4,968350148
3243,1391,4,968393556
3259,1391,4,968272915
3265,1391,2,968261003
3274,1391,3,979766263
3280,1391,2,968170267
3281,1391,3,968168798
3285,1391,4,968212370
3292,1391,4,968126680
3308,1391,3,967975943
3311,1391,2,967955455
3312,1391,1,968647033
3313,1391,4,968382335
3317,1391,4,967932994
3320,1391,3,968522695
3327,1391,4,967866829
3328,1391,2,967911644
3336,1391,4,967854219
3353,1391,2,968126745
3389,1391,3,967515662
3391,1391,4,967658788
3399,1391,2,967478690
3401,1391,1,980113916
3410,1391,2,967417156
3411,1391,3,967756847
3414,1391,4,967486563
3416,1391,4,967400430
3418,1391,2,967399981
3419,1391,4,967397007
3422,1391,2,967361881
3423,1391,3,967361125
3425,1391,4,967407249
3430,1391,4,969162608
3435,1391,2,967332871
3436,1391,2,1037840689
3442,1391,3,967305621
3444,1391,1,967304654
3453,1391,1,967239341
3454,1391,2,968199163
3456,1391,3,967233691
3462,1391,4,968692178
3469,1391,1,967155338
3470,1391,3,967150259
3471,1391,3,973298033
3483,1391,4,967070640
3484,1391,1,967063119
3488,1391,1,967051033
3491,1391,4,967069182
3493,1391,3,967039753
3499,1391,4,966997485
3505,1391,4,979346960
3507,1391,4,967065537
3509,1391,1,966975535
3513,1391,4,966975294
3516,1391,3,966967278
3518,1391,3,970240339
3521,1391,3,966917483
3526,1391,4,967615579
3539,1391,5,966927901
